"","CustomerID","ProdTaken","Age","TypeofContact","CityTier","DurationOfPitch","Occupation","Gender","NumberOfPersonVisiting","NumberOfFollowups","ProductPitched","PreferredPropertyStar","MaritalStatus","NumberOfTrips","Passport","PitchSatisfactionScore","OwnCar","NumberOfChildrenVisiting","Designation","MonthlyIncome"
"610",204536,0,33,"Self Enquiry",3,20,"Salaried","Male",4,4,"Deluxe",3,"Married",4,0,1,0,3,"Manager",23081
"611",204483,0,37,"Company Invited",3,15,"Salaried","Male",4,5,"Standard",5,"Unmarried",3,0,1,0,1,"Senior Manager",26265
"612",204470,0,54,"Self Enquiry",1,13,"Salaried","Male",3,4,"Deluxe",3,"Single",4,0,5,1,2,"Manager",21128
"613",203768,0,30,"Self Enquiry",1,36,"Salaried","Male",4,6,"Deluxe",3,"Married",2,0,5,1,3,"Manager",25062
"614",204883,1,49,"Self Enquiry",3,9,"Small Business","Male",3,5,"Deluxe",4,"Unmarried",2,1,1,1,1,"Manager",26576
"615",200888,0,35,"Company Invited",3,14,"Small Business","Female",3,4,"Standard",3,"Divorced",5,1,5,1,2,"Senior Manager",25377
"616",201063,0,29,"Self Enquiry",3,25,"Salaried","Male",3,4,"Deluxe",3,"Married",2,0,4,1,0,"Manager",23620
"617",203703,0,31,"Self Enquiry",1,23,"Salaried","Male",3,2,"Deluxe",3,"Married",5,0,1,1,1,"Manager",23972
"618",202027,0,35,"Company Invited",1,8,"Salaried","Female",3,3,"Deluxe",5,"Married",3,0,4,1,2,"Manager",20093
"619",203647,0,54,"Self Enquiry",1,31,"Small Business","Male",3,2,"Standard",3,"Married",5,0,3,0,2,"Senior Manager",25683
"620",202883,1,32,"Company Invited",1,27,"Salaried","Male",4,4,"Standard",3,"Divorced",5,0,3,1,1,"Senior Manager",28502
"621",202932,0,43,"Self Enquiry",1,9,"Salaried","Female",3,4,"Deluxe",3,"Divorced",3,0,2,1,1,"Manager",22767
"622",202366,0,31,"Self Enquiry",1,30,"Small Business","Female",3,4,"Deluxe",5,"Unmarried",2,0,5,1,0,"Manager",21812
"623",204708,0,35,"Company Invited",1,10,"Salaried","Male",3,4,"Deluxe",3,"Unmarried",2,0,1,1,1,"Manager",26434
"624",201419,0,42,"Self Enquiry",1,24,"Salaried","Male",2,3,"Deluxe",5,"Married",7,1,1,0,0,"Manager",20410
"625",201531,0,38,"Company Invited",1,35,"Salaried","Female",2,3,"Deluxe",3,"Single",2,0,3,1,0,"Manager",17406
"626",202304,0,34,"Self Enquiry",3,15,"Salaried","Female",3,3,"Deluxe",3,"Married",2,0,1,0,0,"Manager",20714
"627",203528,0,35,"Self Enquiry",3,7,"Large Business","Male",4,5,"Standard",3,"Divorced",3,1,1,1,2,"Senior Manager",25761
"628",200836,1,29,"Self Enquiry",3,29,"Salaried","Female",2,4,"Standard",5,"Divorced",2,0,3,0,0,"Senior Manager",22336
"629",203589,0,37,"Self Enquiry",1,19,"Salaried","Female",4,4,"Deluxe",3,"Married",2,1,1,0,3,"Manager",23341
